name	tdl	sym	uniprot	chr
Short stature homeobox protein 2	Tbio	SHOX2	O60902	3q25.32
Short stature homeobox protein	Tbio	SHOX	O15266	Xp22.33 and Yp11.32
Protein Shroom1	Tdark	SHROOM1	Q2M3G4	5q31.1
Protein Shroom2	Tbio	SHROOM2	Q13796	Xp22.2
Protein shisa-6 homolog	Tdark	SHISA6	Q6ZSJ9	17p12
Protein shisa-9	Tbio	SHISA9	B4DS77	16p13.12
CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4	Tbio	ST3GAL4	Q11206	11q24.2
Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	Tbio	ST6GALNAC1	Q9NSC7	17q25.1
Alpha-2,8-sialyltransferase 8F	Tdark	ST8SIA6	P61647	10p12.33
Suppressor of IKBKE 1	Tdark	SIKE1	Q9BRV8	1p13.2
Small integral membrane protein 10-like protein 2A	Tdark	SMIM10L2B	P0DMW4	Xq26.3
Small integral membrane protein 10	Tdark	SMIM10	Q96HG1	Xq26.3
Structure-specific endonuclease subunit SLX4	Tbio	SLX4	Q8IY92	16p13.3
Mothers against decapentaplegic homolog 6	Tbio	SMAD6	O43541	15q22.31
Small membrane A-kinase anchor protein	Tdark	C2orf88	Q9BSF0	2q32.2
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	Tbio	SMARCAL1	Q9NZC9	2q35
Stromal membrane-associated protein 2	Tbio	SMAP2	Q8WU79	1p34.2
DNA-binding protein SMUBP-2	Tbio	IGHMBP2	P38935	11q13.3
Structural maintenance of chromosomes protein 1A	Tbio	SMC1A	Q14683	Xp11.22
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	Tbio	SMARCA5	O60264	4q31.21
Single-pass membrane and coiled-coil domain-containing protein 2	Tdark	SMCO2	A6NFE2	12p11.23
Guanine nucleotide exchange protein SMCR8	Tbio	SMCR8	Q8TEV9	17p11.2
Small nuclear ribonucleoprotein Sm D2	Tbio	SNRPD2	P62316	19q13.2-q13.3
Small integral membrane protein 3	Tdark	SMIM3	Q9BZL3	5q33.1
Small integral membrane protein 8	Tdark	SMIM8	Q96KF7	6q15
Smoothened homolog	Tclin	SMO	Q99835	7q32.1
Small muscular protein	Tbio	SMPX	Q9UHP9	Xp22.12
E3 ubiquitin-protein ligase SMURF1	Tbio	SMURF1	Q9HCE7	7q22.1
Alpha-soluble NSF attachment protein	Tbio	NAPA	P54920	19q13.33
Beta-soluble NSF attachment protein	Tbio	NAPB	Q9H115	20p11.21
SNARE-associated protein Snapin	Tbio	SNAPIN	O95295	1q21.3
Serotonin N-acetyltransferase	Tbio	AANAT	Q16613	17q25.1
Synphilin-1	Tbio	SNCAIP	Q9Y6H5	5q23.2
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1	Tbio	SMARCB1	Q12824	22q11.23
Putative synaptogyrin-2 like protein	Tdark	NULL	A8MWL6	NULL
Synaptogyrin-4	Tdark	SYNGR4	O95473	19q13.33
Putative uncharacterized protein SNHG12	Tdark	SNHG12	Q9BXW3	1p35.3
Synaptosomal-associated protein 23	Tbio	SNAP23	O00161	15q15.1-q15.2
snRNA-activating protein complex subunit 2	Tdark	SNAPC2	Q13487	19p13
U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein	Tdark	SNRNP27	Q8WVK2	2p13.3
U11/U12 small nuclear ribonucleoprotein 48 kDa protein	Tdark	SNRNP48	Q6IEG0	6p24.3
SNF-related serine/threonine-protein kinase	Tbio	SNRK	Q9NRH2	3p22.1
U4/U6.U5 tri-snRNP-associated protein 1	Tbio	SART1	O43290	11q13.1
U4/U6.U5 tri-snRNP-associated protein 2	Tbio	USP39	Q53GS9	2p11.2
Sorting nexin-13	Tbio	SNX13	Q9Y5W8	7p21.1
Sorting nexin-25	Tbio	SNX25	Q9H3E2	4q35.1
Sorting nexin-27	Tbio	SNX27	Q96L92	1q21.3
Sorting nexin-29	Tdark	SNX29	Q8TEQ0	16p13.13-p13.12
Sorting nexin-3	Tbio	SNX3	O60493	6q21
Sorting nexin-7	Tdark	SNX7	Q9UNH6	1p21.3
Sorting nexin-9	Tbio	SNX9	Q9Y5X1	6q25.3
Solute carrier organic anion transporter family member 4C1	Tbio	SLCO4C1	Q6ZQN7	5q21.1
Solute carrier family 10 member 6	Tdark	SLC10A6	Q3KNW5	4q21.3
Suppressor of cytokine signaling 4	Tbio	SOCS4	Q8WXH5	14q22.3
VPS10 domain-containing receptor SorCS2	Tbio	SORCS2	Q96PQ0	4p16.1
Sorcin	Tbio	SRI	P30626	7q21.12
Sortilin-related receptor	Tbio	SORL1	Q92673	11q24.1
SOSS complex subunit B2	Tbio	NABP1	Q96AH0	2q32.3
Sclerostin	Tbio	SOST	Q9BQB4	17q21.31
Transcription factor SOX-10	Tbio	SOX10	P56693	22q13.1
Transcription factor SOX-9	Tbio	SOX9	P48436	17q24.3
Peroxisomal sarcosine oxidase	Tbio	PIPOX	Q9P0Z9	17q11.2
Serpin A12	Tbio	SERPINA12	Q8IW75	14q32.13
Spermatogenesis-associated serine-rich protein 2	Tdark	SPATS2	Q86XZ4	12q13.12
Spermatogenesis-associated protein 2	Tbio	SPATA2	Q9UM82	20q13.13
Spermatogenesis-associated protein 5	Tbio	SPATA5	Q8NB90	4q28.1
Spermatogenesis-associated protein 7	Tbio	SPATA7	Q9P0W8	14q31.3
pre-rRNA processing protein FTSJ3	Tbio	FTSJ3	Q8IY81	17q23.3
Serpin B5	Tbio	SERPINB5	P36952	18q21.33
Serpin B9	Tbio	SERPINB9	P50453	6p25.2
Kinetochore protein Spc24	Tbio	SPC24	Q8NBT2	19p13.2
Putative speedy protein E16	Tdark	SPDYE16	A6NNV3	7q11.23
SH3 and PX domain-containing protein 2B	Tbio	SH3PXD2B	A1X283	5q35.1
Spermatid-associated protein	Tdark	SPERT	Q8NA61	13q14.13
Sperm equatorial segment protein 1	Tbio	SPESP1	Q6UW49	15q22.31
Putative uncharacterized protein SPART-AS1	Tdark	SPART-AS1	P0CW21	13q13.3
Spindlin-2B	Tdark	SPIN2B	Q9BPZ2	Xp11.21
Serpin I2	Tbio	SERPINI2	O75830	3q26.1
Spindle and centriole-associated protein 1	Tbio	SPICE1	Q8N0Z3	3q13.2
Transcription factor Spi-C	Tbio	SPIC	Q8N5J4	12q23.2
Spindlin-1	Tbio	SPIN1	Q9Y657	9q22.1
Spindlin-3	Tdark	SPIN3	Q5JUX0	Xp11.21
Protein spire homolog 2	Tbio	SPIRE2	Q8WWL2	16q24
Kunitz-type protease inhibitor 1	Tbio	SPINT1	O43278	15q15.1
Kunitz-type protease inhibitor 2	Tbio	SPINT2	O43291	19q13.2
Meiotic recombination protein SPO11	Tbio	SPO11	Q9Y5K1	20q13.31
Speckle-type POZ protein	Tbio	SPOP	O43791	17q21.33
Secreted phosphoprotein 24	Tbio	SPP2	Q13103	2q37.1
Small proline-rich protein 2F	Tbio	SPRR2F	Q96RM1	1q21.3
Small proline-rich protein 2G	Tbio	SPRR2G	Q9BYE4	1q21.3
Spermatogenesis-associated protein 46	Tdark	SPATA46	Q5T0L3	1q23.3
Spermatogenesis-associated protein 48	Tdark	SPATA48	A4D263	7p12.2
Transcription elongation factor SPT6	Tbio	SUPT6H	Q7KZ85	17q11.2
Spectrin alpha chain, erythrocytic 1	Tbio	SPTA1	P02549	1q23.1
Spectrin beta chain, non-erythrocytic 5	Tbio	SPTBN5	Q9NRC6	15q21
Sperm protein associated with the nucleus on the X chromosome N3	Tdark	SPANXN3	Q5MJ09	Xq27.3
Protein sprouty homolog 2	Tbio	SPRY2	O43597	13q31.1
Protein sprouty homolog 4	Tbio	SPRY4	Q9C004	5q31.3
Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	Tbio	SDHB	P21912	1p36.13
Stress-responsive DNAJB4-interacting membrane protein 1	Tbio	SDIM1	Q6ZPB5	6q27
Sin3 histone deacetylase corepressor complex component SDS3	Tbio	SUDS3	Q9H7L9	12q24.23
Serine dehydratase-like	Tbio	SDSL	Q96GA7	12q24.13
Septin-1	Tdark	SEPT1	Q8WYJ6	16p11.2
Septin-8	Tbio	SEPT8	Q92599	5q31.1
Sestrin-2	Tbio	SESN2	P58004	1p35.3
Histone-lysine N-methyltransferase SETD1B	Tbio	SETD1B	Q9UPS6	12q24.31
SET domain-containing protein 4	Tdark	SETD4	Q9NVD3	21q22.12
N-lysine methyltransferase SETD6	Tbio	SETD6	Q8TBK2	16q21
Histone-lysine N-methyltransferase SETD7	Tchem	SETD7	Q8WTS6	4q31.1
Splicing factor 1	Tbio	SF1	Q15637	11q13.1
Splicing factor 3B subunit 4	Tbio	SF3B4	Q15427	1q21.2
Splicing factor, suppressor of white-apricot homolog	Tdark	SFSWAP	Q12872	12q24.33
Surfactant-associated protein 3	Tbio	SFTA3	P0C7M3	14q13.3
Pulmonary surfactant-associated protein D	Tbio	SFTPD	P35247	10q22.3
Sideroflexin-2	Tdark	SFXN2	Q96NB2	10q24.32
Sideroflexin-3	Tdark	SFXN3	Q9BWM7	10q24.31
Sideroflexin-4	Tbio	SFXN4	Q6P4A7	10q26.11
Sideroflexin-5	Tdark	SFXN5	Q8TD22	2p13.2
Sperm-associated antigen 11B	Tbio	SPAG11B	Q08648	8p23.1
Protein O-mannose kinase	Tdark	POMK	Q9H5K3	8p11.21
Secretoglobin family 1D member 1	Tbio	SCGB1D1	O95968	11q12.3
Secretoglobin family 1D member 4	Tdark	SCGB1D4	Q6XE38	11q12.3
Uncharacterized serine/threonine-protein kinase SgK494	Tdark	SGK494	Q96LW2	NULL
Beta-sarcoglycan	Tbio	SGCB	Q16585	4q12
Delta-sarcoglycan	Tbio	SGCD	Q92629	5q33.2-q33.3
Epsilon-sarcoglycan	Tbio	SGCE	O43556	7q21.3
Serine/threonine-protein kinase Sgk3	Tchem	SGK3	Q96BR1	8q13.1
Sigma intracellular receptor 2	Tchem	TMEM97	Q5BJF2	17q11.2
Homeobox protein SIX5	Tbio	SIX5	Q8N196	19q13.32
Ski-like protein	Tbio	SKIL	P12757	3q26.2
Helicase SKI2W	Tbio	SKIV2L	Q15477	6p21.33
Ski oncogene	Tbio	SKI	P12755	1p36.33-p36.32
SKI family transcriptional corepressor 1	Tbio	SKOR1	P84550	15q23
S-phase kinase-associated protein 1	Tbio	SKP1	P63208	5q31.1
Sickle tail protein homolog	Tbio	KIAA1217	Q5T5P2	10p12.2-p12.1
Sodium/hydrogen exchanger 2	Tbio	SLC9A2	Q9UBY0	2q12.1
Sodium/hydrogen exchanger 3	Tchem	SLC9A3	P48764	5p15.33
Sodium/hydrogen exchanger 6	Tbio	SLC9A6	Q92581	Xq26.3
Src-like-adapter	Tbio	SLA	Q13239	8q24.22
Nuclear GTPase SLIP-GC	Tbio	NUGGC	Q68CJ6	8p21.1
SRA stem-loop-interacting RNA-binding protein, mitochondrial	Tbio	SLIRP	Q9GZT3	14q24.3
Sarcolemmal membrane-associated protein	Tbio	SLMAP	Q14BN4	3p14.3
Schlafen family member 13	Tdark	SLFN13	Q68D06	17q12
Pre-mRNA-splicing factor SLU7	Tbio	SLU7	O95391	5q33.3
Secreted Ly-6/uPAR-related protein 1	Tbio	SLURP1	P55000	8q24.3
Mothers against decapentaplegic homolog 1	Tbio	SMAD1	Q15797	4q31.21
Mothers against decapentaplegic homolog 2	Tbio	SMAD2	Q15796	18q21.1
Single-pass membrane and coiled-coil domain-containing protein 1	Tdark	SMCO1	Q147U7	3q29
Smith-Magenis syndrome chromosomal region candidate gene 5 protein	Tdark	SMCR5	Q8TEV8	17p11.2
Small nuclear ribonucleoprotein Sm D1	Tbio	SNRPD1	P62314	18q11.2
Small nuclear ribonucleoprotein Sm D3	Tbio	SNRPD3	P62318	22q11.23
Putative uncharacterized SMG1-like protein	Tdark	NULL	Q6P435	NULL
Protein SMG7	Tbio	SMG7	Q92540	1q25.3
Protein SMG8	Tdark	SMG8	Q8ND04	17q23.2
Protein SMG9	Tdark	SMG9	Q9H0W8	19q13.31
Smoothelin-like protein 2	Tdark	SMTNL2	Q2TAL5	17p13.2
N-lysine methyltransferase SMYD2	Tchem	SMYD2	Q9NRG4	1q32.3
Schlafen family member 12-like	Tdark	SLFN12L	Q6IEE8	17q12
SNW domain-containing protein 1	Tbio	SNW1	Q13573	14q24.3
Superoxide dismutase [Mn], mitochondrial	Tbio	SOD2	P04179	6q25.3
Protein SOGA1	Tbio	SOGA1	O94964	20q11.23
Transcription factor SOX-12	Tbio	SOX12	O15370	20p13
Transcription factor SOX-5	Tbio	SOX5	P35711	12p12.1
Sperm surface protein Sp17	Tbio	SPA17	Q15506	11q24.2
Putative transcription factor SPT20 homolog-like 2	Tdark	SUPT20HL2	P0C7V6	Xp22.11
Transcription factor Sp4	Tbio	SP4	Q02446	7p15.3
Transcription factor Sp7	Tbio	SP7	Q8TDD2	12q13.13
Signal-induced proliferation-associated 1-like protein 2	Tdark	SIPA1L2	Q9P2F8	1q42.2
Type 2 lactosamine alpha-2,3-sialyltransferase	Tbio	ST3GAL6	Q9Y274	3q12.1
CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	Tchem	ST3GAL1	Q11201	8q24.22
Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	Tbio	ST6GALNAC2	Q9UJ37	17q25.1
Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	Tbio	ST6GALNAC3	Q8NDV1	1p31.1
Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase	Tbio	ST6GALNAC4	Q9H4F1	9q34.11
Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase	Tbio	ST8SIA1	Q92185	12p12.1
Sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase	Tbio	ST8SIA3	O43173	18q21.31
Sialate O-acetylesterase	Tbio	SIAE	Q9HAT2	11q24
E3 ubiquitin-protein ligase SIAH1	Tbio	SIAH1	Q8IUQ4	16q12.1
Seven in absentia homolog 3	Tdark	SIAH3	Q8IW03	13q14.13
Bone sialoprotein 2	Tbio	IBSP	P21815	4q22.1
Sialic acid synthase	Tbio	NANS	Q9NR45	9q22.33
Beta-galactoside alpha-2,6-sialyltransferase 1	Tchem	ST6GAL1	P15907	3q27.3
Beta-galactoside alpha-2,6-sialyltransferase 2	Tbio	ST6GAL2	Q96JF0	2q12.3
CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase	Tbio	ST3GAL3	Q11203	1p34.1
Sialic acid-binding Ig-like lectin 11	Tbio	SIGLEC11	Q96RL6	19q13.33
Sialic acid-binding Ig-like lectin 12	Tbio	SIGLEC12	Q96PQ1	19q13.41
Sialic acid-binding Ig-like lectin 14	Tbio	SIGLEC14	Q08ET2	19q13.41
Sialic acid-binding Ig-like lectin 15	Tbio	SIGLEC15	Q6ZMC9	18q21.1
Single Ig IL-1-related receptor	Tbio	SIGIRR	Q6IA17	11p15.5
SIGLEC family-like protein 1	Tdark	SIGLECL1	Q8N7X8	19q13.41
Sialic acid-binding Ig-like lectin 5	Tbio	SIGLEC5	O15389	19q13.41
Sialic acid-binding Ig-like lectin 7	Tbio	SIGLEC7	Q9Y286	19q13.41
Sialic acid-binding Ig-like lectin 9	Tbio	SIGLEC9	Q9Y336	19q13.3-q13.4
Small integral membrane protein 18	Tdark	SMIM18	P0DKX4	8p12
Small integral membrane protein 22	Tdark	SMIM22	K7EJ46	16p13.3
Small integral membrane protein 26	Tdark	SMIM26	A0A096LP01	20p11.23
Uncharacterized protein SMIM29	Tdark	SMIM29	Q86T20	6p21.31
Single-minded homolog 2	Tbio	SIM2	Q14190	21q22.13
NAD-dependent protein deacetylase sirtuin-2	Tchem	SIRT2	Q8IXJ6	19q13.2
Signal-regulatory protein beta-1 isoform 3	Tbio	SIRPB1	Q5TFQ8	20p13
Sodium/hydrogen exchanger 9	Tbio	SLC9A9	Q8IVB4	3q24
Sodium/hydrogen exchanger 9B2	Tbio	SLC9B2	Q86UD5	4q24
Sodium/hydrogen exchanger 10	Tdark	SLC9C1	Q4G0N8	3q13.2
Sodium/hydrogen exchanger 11	Tdark	SLC9C2	Q5TAH2	1q25.1
SLAM family member 5	Tbio	CD84	Q9UIB8	1q23.3
SLAM family member 8	Tdark	SLAMF8	Q9P0V8	1q23.2
Histone RNA hairpin-binding protein	Tbio	SLBP	Q14493	4p16.3
Mothers against decapentaplegic homolog 4	Tbio	SMAD4	Q13485	18q21.2
Mothers against decapentaplegic homolog 9	Tbio	SMAD9	O15198	13q13.3
Protein Smaug homolog 1	Tbio	SAMD4A	Q9UPU9	14q22.2
Protein Smaug homolog 2	Tbio	SAMD4B	Q5PRF9	19q13.2
Small cell adhesion glycoprotein	Tdark	SMAGP	Q0VAQ4	12q13.13
Scm-like with four MBT domains protein 2	Tdark	SFMBT2	Q5VUG0	10p14
Structural maintenance of chromosomes protein 4	Tbio	SMC4	Q9NTJ3	3q25.33
Structural maintenance of chromosomes protein 5	Tbio	SMC5	Q8IY18	9q21.12
Probable global transcription activator SNF2L2	Tchem	SMARCA2	P51531	9p24.3
Transcription activator BRG1	Tchem	SMARCA4	P51532	19p13.2
Small integral membrane protein 19	Tdark	SMIM19	Q96E16	8p11.21
Small integral membrane protein 21	Tdark	SMIM21	Q3B7S5	18q23
Small integral membrane protein 1	Tbio	SMIM1	B2RUZ4	1p36.32
Small integral membrane protein 4	Tdark	SMIM4	Q8WVI0	3p21.1
Small integral membrane protein 5	Tdark	SMIM5	Q71RC9	17q25.1
Spermatid-specific manchette-related protein 1	Tdark	C9orf24	Q8NCR6	9p13.3
Phosphatidylcholine:ceramide cholinephosphotransferase 1	Tchem	SGMS1	Q86VZ5	10q11.23
Gamma-soluble NSF attachment protein	Tbio	NAPG	Q99747	18p11.22
Zinc finger protein SNAI2	Tbio	SNAI2	O43623	8q11.21
snRNA-activating protein complex subunit 5	Tdark	SNAPC5	O75971	15q22.31
Putative SNURF-like protein	Tdark	SNURFL	B1AK76	Xq27.1
Sorting nexin-30	Tdark	SNX30	Q5VWJ9	9q32
Sialoadhesin	Tbio	SIGLEC1	Q9BZZ2	20p13
Solute carrier organic anion transporter family member 1A2	Tchem	SLCO1A2	P46721	12p12.1
Solute carrier organic anion transporter family member 1B3	Tchem	SLCO1B3	Q9NPD5	12p12.2
Solute carrier organic anion transporter family member 5A1	Tdark	SLCO5A1	Q9H2Y9	8q13.3
Sine oculis-binding protein homolog	Tbio	SOBP	A7XYQ1	6q21
Suppressor of cytokine signaling 5	Tbio	SOCS5	O75159	2p21
Extracellular superoxide dismutase [Cu-Zn]	Tbio	SOD3	P08294	4p15.2
Spermatogenesis- and oogenesis-specific basic helix-loop-helix-containing protein 1	Tbio	SOHLH1	Q5JUK2	9q34.3
VPS10 domain-containing receptor SorCS1	Tbio	SORCS1	Q8WY21	10q25.1
VPS10 domain-containing receptor SorCS3	Tbio	SORCS3	Q9UPU3	10q25.1
Sortilin	Tchem	SORT1	Q99523	1p13.3
Son of sevenless homolog 1	Tbio	SOS1	Q07889	2p22.1
Sclerostin domain-containing protein 1	Tbio	SOSTDC1	Q6X4U4	7p21.2
SOSS complex subunit C	Tdark	INIP	Q9NRY2	9q32
Transcription factor SOX-6	Tbio	SOX6	P35712	11p15.3
Sp110 nuclear body protein	Tbio	SP110	Q9HB58	2q37.1
Nuclear body protein SP140	Tbio	SP140	Q13342	2q37.1
Transcription factor Sp1	Tbio	SP1	P08047	12q13.13
Transcription factor Sp8	Tbio	SP8	Q8IXZ3	7p21.1
Spermatogenesis-associated protein 24	Tdark	SPATA24	Q86W54	5q31.2
Spermatogenesis associated 6-like protein	Tdark	SPATA6L	Q8N4H0	9p24.2-p24.1
Serpin A9	Tbio	SERPINA9	Q86WD7	14q32.13
Sperm-associated antigen 6	Tbio	SPAG6	O75602	10p12.2
Sperm-associated antigen 7	Tbio	SPAG7	O75391	17p13.2
Small regulatory polypeptide of amino acid response	Tbio	SPAAR	A0A1B0GVQ0	9p13.3
Spermatogenesis-associated protein 8	Tdark	SPATA8	Q6RVD6	15q26.2
Serpin B12	Tbio	SERPINB12	Q96P63	18q21.33
Serpin B13	Tbio	SERPINB13	Q9UIV8	18q21.33
Serpin B3	Tbio	SERPINB3	P29508	18q21.33
Serpin B4	Tbio	SERPINB4	P48594	18q21.33
Serpin B6	Tbio	SERPINB6	P35237	6p25.2
Serpin B8	Tbio	SERPINB8	P50452	18q22.1
Kinetochore protein Spc25	Tdark	SPC25	Q9HBM1	2q31.1
Signal peptidase complex subunit 1	Tdark	SPCS1	Q9Y6A9	3p21.1
SH3 and PX domain-containing protein 2A	Tbio	SH3PXD2A	Q5TCZ1	10q24.33
Putative speedy protein-like protein 3	Tdark	NULL	A6NJR5	NULL
Speedy protein C	Tdark	SPDYC	Q5MJ68	11q13.1
Speedy protein E2B	Tdark	SPDYE2B	A6NHP3	7q22.1
Spermidine synthase	Tchem	SRM	P19623	1p36.22
Sphingosine kinase 2	Tchem	SPHK2	Q9NRA0	19q13.33
Transcription factor Spi-B	Tbio	SPIB	Q01892	19q13.33
DNA repair-scaffolding protein	Tbio	SPIDR	Q14159	8q11.21
NAD-dependent protein deacetylase sirtuin-3, mitochondrial	Tchem	SIRT3	Q9NTG7	11p15.5
NAD-dependent protein deacetylase sirtuin-7	Tbio	SIRT7	Q9NRC8	17q25.3
Signal-regulatory protein beta-2	Tdark	SIRPB2	Q5JXA9	20p13
Signal-regulatory protein delta	Tdark	SIRPD	Q9H106	20p13
Signal-regulatory protein gamma	Tbio	SIRPG	Q9P1W8	20p13
Apoptosis regulatory protein Siva	Tbio	SIVA1	O15304	14q32.33
Homeobox protein SIX4	Tbio	SIX4	Q9UIU6	14q23.1
Homeobox protein SIX6	Tbio	SIX6	O95475	14q23.1
Superkiller viralicidic activity 2-like 2	Tbio	MTREX	P42285	5q11.2
Spindle and kinetochore-associated protein 2	Tbio	SKA2	Q8WVK7	17q23.2
Src kinase-associated phosphoprotein 1	Tbio	SKAP1	Q86WV1	17q21.32
Small kinetochore-associated protein	Tbio	KNSTRN	Q9Y448	15q15.1
Slit homolog 3 protein	Tbio	SLIT3	O75094	5q34-q35.1
STE20-like serine/threonine-protein kinase	Tchem	SLK	Q9H2G2	10q24.33-q25.1
Schlafen family member 11	Tbio	SLFN11	Q7Z7L1	17q12
Protein SLFN14	Tbio	SLFN14	P0C7P3	17q12
Protein SLX4IP	Tdark	SLX4IP	Q5VYV7	20p12.2
Mothers against decapentaplegic homolog 5	Tbio	SMAD5	Q99717	5q31.1
Mothers against decapentaplegic homolog 7	Tbio	SMAD7	O15105	18q21.1
Scm-like with four MBT domains protein 1	Tbio	SFMBT1	Q9UHJ3	3p21.1
Structural maintenance of chromosomes protein 2	Tbio	SMC2	O95347	9q31.1
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	Tbio	SMARCE1	Q969G3	17q21.2
Protein SMG5	Tbio	SMG5	Q9UPR3	1q22
Small lysine-rich protein 1	Tdark	SMKR1	H3BMG3	7q32.1
Survival motor neuron protein	Tbio	SMN2	Q16637	5q13.2
Phosphatidylcholine:ceramide cholinephosphotransferase 2	Tchem	SGMS2	Q8NHU3	4q25
Somatostatin	Tbio	SST	P61278	3q27.3
Smoothelin	Tbio	SMTN	P53814	22q12.2
Single-strand selective monofunctional uracil DNA glycosylase	Tbio	SMUG1	Q53HV7	12q13.13
SET and MYND domain-containing protein 4	Tdark	SMYD4	Q8IYR2	17p13.3
Zinc finger protein SNAI1	Tbio	SNAI1	O95863	20q13.13
Sushi, nidogen and EGF-like domain-containing protein 1	Tbio	SNED1	Q8TER0	2q37.3
Synaptogyrin-2	Tbio	SYNGR2	O43760	17q25.3
snRNA-activating protein complex subunit 3	Tbio	SNAPC3	Q92966	9p22.3
snRNA-activating protein complex subunit 4	Tbio	SNAPC4	Q5SXM2	9q34.3
Gamma-1-syntrophin	Tbio	SNTG1	Q9NSN8	8q11.21
Gamma-2-syntrophin	Tbio	SNTG2	Q9NY99	2p25.3
SNRPN upstream reading frame protein	Tbio	SNURF	Q9Y675	15q11.2
Sorting nexin-10	Tbio	SNX10	Q9Y5X0	7p15.2
Suppressor of cytokine signaling 1	Tbio	SOCS1	O15524	16p13.13
Histone deacetylase complex subunit SAP30L	Tbio	SAP30L	Q9HAJ7	5q33.2
Transcription factor Sp3	Tbio	SP3	Q02447	2q31.1
Kunitz-type protease inhibitor 4	Tdark	SPINT4	Q6UDR6	20q13.12
Protein spinster homolog 3	Tdark	SPNS3	Q6ZMD2	17p13.2
Sperm protein associated with the nucleus on the X chromosome B1	Tbio	SPANXB1	Q9NS25	Xq27.1
Sperm protein associated with the nucleus on the X chromosome C	Tdark	SPANXA2	Q9NY87	Xq27.2
Spondin-1	Tbio	SPON1	Q9HCB6	11p15.2
Spondin-2	Tbio	SPON2	Q9BUD6	4p16.3
Signal peptide peptidase-like 2B	Tbio	SPPL2B	Q8TCT7	19p13.3
Signal peptide peptidase-like 2C	Tbio	SPPL2C	Q8IUH8	17q21.31
Sprouty-related, EVH1 domain-containing protein 3	Tdark	SPRED3	Q2MJR0	19q13
SPARC-like protein 1	Tbio	SPARCL1	Q14515	4q22.1
Shadow of prion protein	Tbio	SPRN	Q5BIV9	10q26.3
Small proline-rich protein 4	Tdark	SPRR4	Q96PI1	1q21.3
SPRY domain-containing protein 3	Tdark	SPRYD3	Q8NCJ5	12q13.13
SPRY domain-containing protein 7	Tdark	SPRYD7	Q5W111	13q14.2
Selenide, water dikinase 2	Tdark	SEPHS2	Q99611	16p11.2
SPRY domain-containing SOCS box protein 4	Tdark	SPSB4	Q96A44	3q23
Spermatogenesis-associated protein 32	Tdark	SPATA32	Q96LK8	17q21.31
Spermatogenesis-associated protein 45	Tdark	SPATA45	Q537H7	1q32.3
Transcription elongation factor SPT5	Tbio	SUPT5H	O00267	19q13.2
Spermatogenesis-associated protein 3	Tdark	SPATA3	Q8NHX4	2q37.1
Spectrin beta chain, non-erythrocytic 1	Tbio	SPTBN1	Q01082	2p16.2
Serine palmitoyltransferase 1	Tchem	SPTLC1	O15269	9q22.31
Serine palmitoyltransferase 2	Tchem	SPTLC2	O15270	14q24.3
Sugar phosphate exchanger 3	Tdark	SLC37A3	Q8NCC5	7q34
Sperm protein associated with the nucleus on the X chromosome N2	Tdark	SPANXN2	Q5MJ10	Xq27.3
Sperm protein associated with the nucleus on the X chromosome N5	Tdark	SPANXN5	Q5MJ07	Xp11.22
Sequestosome-1	Tbio	SQSTM1	Q13501	5q35.3
Steroid receptor RNA activator 1	Tbio	SRA1	Q9HD15	5q31.3
Scavenger receptor cysteine-rich domain-containing group B protein	Tdark	SSC4D	Q8WTU2	7q11.23
Sorbin and SH3 domain-containing protein 1	Tbio	SORBS1	Q9BX66	10q24.1
Sorbin and SH3 domain-containing protein 2	Tbio	SORBS2	O94875	4q35.1
Helicase SRCAP	Tbio	SRCAP	Q6ZRS2	16p11.2
SRC kinase signaling inhibitor 1	Tbio	SRCIN1	Q9C0H9	17q12
Proto-oncogene tyrosine-protein kinase Src	Tclin	SRC	P12931	20q11.23
Signal recognition particle 14 kDa protein	Tbio	SRP14	P37108	15q22
Signal recognition particle subunit SRP68	Tbio	SRP68	Q9UHB9	17q25.1
Serine/arginine repetitive matrix protein 2	Tbio	SRRM2	Q9UQ35	16p13.3
Serine/arginine repetitive matrix protein 5	Tdark	SRRM5	B3KS81	19q13.31
Serrate RNA effector molecule homolog	Tbio	SRRT	Q9BXP5	7q22.1
Serine/arginine-rich splicing factor 6	Tbio	SRSF6	Q13247	20q13.11
